short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,530980,1,5057516,530980,True,chromosome
2,528770,1,5057516,528770,True,chromosome
3,331353,1,5057516,331353,True,chromosome
4,288466,1,5057516,288466,True,chromosome
5,281809,1,5057516,281809,True,chromosome
6,277235,1,5057516,277235,True,chromosome
7,256326,1,5057516,256326,True,chromosome
8,254248,1,5057516,254248,True,chromosome
9,157886,1,5057516,157886,True,chromosome
10,156773,1,5057516,156773,True,chromosome
11,152775,1,5057516,152775,True,chromosome
12,133686,1,5057516,133686,True,chromosome
13,123631,1,5057516,123631,True,chromosome
14,117693,1,5057516,117693,True,chromosome
15,109357,1,5057516,109357,True,chromosome
16,97966,1,5057516,97966,True,chromosome
17,97759,1,5057516,97759,True,chromosome
18,97296,1,5057516,97296,True,chromosome
19,92905,1,5057516,92905,True,chromosome
20,92324,1,5057516,92324,True,chromosome
21,86761,1,5057516,86761,True,chromosome
22,83371,1,5057516,83371,True,chromosome
23,80017,1,5057516,80017,True,chromosome
24,76368,1,5057516,76368,True,chromosome
25,64020,1,5057516,64020,True,chromosome
26,62455,2,122712,62455,True,plasmid
27,61963,1,5057516,61963,True,chromosome
28,59341,1,5057516,38532,True,chromosome
29,57698,1,5057516,57698,True,chromosome
30,40119,1,5057516,40119,True,chromosome
31,37647,1,5057516,37647,True,chromosome
32,30654,1,5057516,30654,True,chromosome
33,27655,1,5057516,27655,True,chromosome
34,26206,1,5057516,26206,True,chromosome
35,24129,2,122712,12081,True,plasmid
36,19401,1,5057516,19401,True,chromosome
37,16254,2,122712,16254,True,plasmid
38,14124,1,5057516,14124,True,chromosome
39,8277,1,5057516,8277,True,chromosome
40,7390,1,5057516,7390,True,chromosome
41,7079,2,122712,7079,True,plasmid
42,4031,1,5057516,4031,True,chromosome
43,2443,NA,NA,2443,NA,ambiguous
44,2133,2,122712,2133,True,plasmid
45,1632,2,122712,1632,True,plasmid
46,1389,1,5057516,1389,True,chromosome
47,1356,1,5057516,1356,True,chromosome
48,1311,1,5057516,1311,True,chromosome
49,1243,1,5057516,1243,True,chromosome
50,1208,1,5057516,1208,True,chromosome
51,1063,1,5057516,1063,True,chromosome
52,1054,1,5057516,1054,True,chromosome
53,906,1,5057516,906,True,chromosome
54,902,1,5057516,902,True,chromosome
55,899,1,5057516,899,True,chromosome
56,899,1,5057516,899,True,chromosome
57,728,1,5057516,728,True,chromosome
58,705,1,5057516,705,True,chromosome
59,647,2,122712,647,True,plasmid
60,607,1,5057516,607,True,chromosome
61,607,1,5057516,607,True,chromosome
62,537,2,122712,537,True,plasmid
63,536,1,5057516,536,True,chromosome
64,527,1,5057516,527,True,chromosome
65,514,1,5057516,514,True,chromosome
66,509,1,5057516,509,True,chromosome
67,496,1,5057516,496,True,chromosome
68,496,1,5057516,496,True,chromosome
69,427,1,5057516,427,True,chromosome
71,408,1,5057516,408,True,chromosome
72,408,1,5057516,408,True,chromosome
73,386,1,5057516,386,True,chromosome
74,380,1,5057516,380,True,chromosome
75,358,1,5057516,358,True,chromosome
76,358,1,5057516,358,True,chromosome
77,352,1,5057516,352,True,chromosome
78,349,2,122712,349,True,plasmid
79,322,1,5057516,322,True,chromosome
80,306,1,5057516,306,True,chromosome
81,306,1,5057516,306,True,chromosome
82,302,1,5057516,302,True,chromosome
83,293,1,5057516,293,True,chromosome
84,293,1,5057516,293,True,chromosome
85,269,1,5057516,269,True,chromosome
86,256,1,5057516,256,True,chromosome
87,246,1,5057516,246,True,chromosome
88,246,1,5057516,246,True,chromosome
89,245,1,5057516,245,True,chromosome
90,238,1,5057516,238,True,chromosome
91,236,1,5057516,236,True,chromosome
92,224,1,5057516,224,True,chromosome
93,222,1,5057516,222,True,chromosome
94,222,2,122712,222,True,plasmid
96,218,1,5057516,218,True,chromosome
97,209,1,5057516,209,True,chromosome
98,201,1,5057516,201,True,chromosome
99,194,1,5057516,194,True,chromosome
100,186,1,5057516,186,True,chromosome
101,182,1,5057516,182,True,chromosome
102,181,1,5057516,181,True,chromosome
103,181,1,5057516,181,True,chromosome
104,181,1,5057516,181,True,chromosome
105,180,1,5057516,180,True,chromosome
106,168,2,122712,168,True,plasmid
107,164,1,5057516,164,True,chromosome
108,164,1,5057516,164,True,chromosome
109,164,1,5057516,164,True,chromosome
110,162,2,122712,162,True,plasmid
111,160,1,5057516,160,True,chromosome
112,158,1,5057516,158,True,chromosome
113,157,1,5057516,157,True,chromosome
114,156,1,5057516,156,True,chromosome
115,156,1,5057516,156,True,chromosome
116,154,1,5057516,154,True,chromosome
117,150,2,122712,150,True,plasmid
118,148,1,5057516,148,True,chromosome
119,142,2,122712,142,True,plasmid
120,142,1,5057516,142,True,chromosome
121,141,1,5057516,141,True,chromosome
122,141,1,5057516,141,True,chromosome
123,139,1,5057516,139,True,chromosome
124,137,1,5057516,137,True,chromosome
125,137,1,5057516,137,True,chromosome
126,136,1,5057516,136,True,chromosome
127,135,1,5057516,135,True,chromosome
128,130,1,5057516,130,True,chromosome
129,130,1,5057516,130,True,chromosome
130,128,1,5057516,128,True,chromosome
131,128,1,5057516,128,True,chromosome
132,125,1,5057516,125,True,chromosome
133,119,1,5057516,119,True,chromosome
134,119,1,5057516,119,True,chromosome
135,117,2,122712,117,True,plasmid
136,113,2,122712,113,True,plasmid
137,112,2,122712,112,True,plasmid
138,109,1,5057516,109,True,chromosome
139,109,1,5057516,109,True,chromosome
