short_read_contig_id,short_read_contig_length,mapped_against_hybrid_contig_id,hybrid_contig_length,number_of_residue_matches,is_circular,label
1,559908,1,5306813,559908,True,chromosome
2,345014,1,5306813,345014,True,chromosome
3,302327,1,5306813,302327,True,chromosome
4,293321,1,5306813,293321,True,chromosome
5,274573,1,5306813,274573,True,chromosome
6,269367,1,5306813,202509,True,chromosome
7,259812,1,5306813,259812,True,chromosome
8,252191,1,5306813,252191,True,chromosome
9,226594,1,5306813,226594,True,chromosome
10,158912,1,5306813,158912,True,chromosome
11,156858,1,5306813,156858,True,chromosome
12,155905,1,5306813,155905,True,chromosome
13,155630,1,5306813,155630,True,chromosome
14,154024,1,5306813,154024,True,chromosome
15,153380,1,5306813,153380,True,chromosome
16,150048,1,5306813,150048,True,chromosome
17,107685,4,107685,107685,True,plasmid
18,99365,1,5306813,99365,True,chromosome
19,98630,1,5306813,98630,True,chromosome
20,96731,1,5306813,96731,True,chromosome
21,86379,1,5306813,86379,True,chromosome
22,83421,1,5306813,83421,True,chromosome
23,83311,1,5306813,83311,True,chromosome
24,62564,1,5306813,62564,True,chromosome
25,54946,1,5306813,54946,True,chromosome
26,52145,1,5306813,52145,True,chromosome
27,51209,1,5306813,51209,True,chromosome
28,49766,1,5306813,49766,True,chromosome
29,45269,1,5306813,45269,True,chromosome
30,42143,1,5306813,42143,True,chromosome
31,41579,3,171701,41579,True,plasmid
32,39561,1,5306813,39561,True,chromosome
33,38631,1,5306813,38631,True,chromosome
34,34207,1,5306813,34207,True,chromosome
35,31562,1,5306813,31562,True,chromosome
36,29827,1,5306813,29827,True,chromosome
37,26068,1,5306813,26068,True,chromosome
38,23493,1,5306813,23493,True,chromosome
39,23241,1,5306813,23241,True,chromosome
40,21922,2,193684,21922,True,plasmid
41,20766,3,171701,18518,True,plasmid
42,19920,1,5306813,19920,True,chromosome
43,19604,1,5306813,19604,True,chromosome
44,19114,1,5306813,19114,True,chromosome
45,17561,1,5306813,17561,True,chromosome
46,17440,1,5306813,17440,True,chromosome
47,17342,2,193684,17342,True,plasmid
48,14795,1,5306813,14795,True,chromosome
49,14158,2,193684,14158,True,plasmid
50,13264,3,171701,13264,True,plasmid
51,12864,3,171701,12864,True,plasmid
52,12190,2,193684,12190,True,plasmid
53,12125,3,171701,12125,True,plasmid
54,10681,3,171701,10681,True,plasmid
55,10592,1,5306813,10592,True,chromosome
56,9856,2,193684,9856,True,plasmid
57,9603,2,193684,6532,True,plasmid
58,9339,1,5306813,9339,True,chromosome
59,9175,3,171701,9175,True,plasmid
60,7520,2,193684,7520,True,plasmid
61,7124,1,5306813,7124,True,chromosome
62,6765,2,193684,6765,True,plasmid
63,6689,3,171701,6689,True,plasmid
64,6323,2,193684,6323,True,plasmid
65,6111,2,193684,6111,True,plasmid
66,5783,5,5783,5783,True,plasmid
67,5525,6,5525,5525,True,plasmid
